Pipeline,File,nDCG@5,MRR@5
text,vanilla_qrels_retrieve_only.json,0.7699246613981089,0.7199130539789881
text,vanilla_qrels_cohere_10.json,0.7702020504285909,0.7179809201787224
text,vanilla_qrels_reranker2_20.json,0.5942326035023303,0.5436179205409974
text,vanilla_qrels_cohere_20.json,0.7748734591574887,0.7231735297669364
text,vanilla_qrels_reranker2_10.json,0.6941193809967231,0.6353761622992392
text,vanilla_qrels_reranker2_5.json,0.7691165566380983,0.7187819506500825
text,vanilla_qrels_colbert_10.json,0.726375752490687,0.6725697379543534
text,vanilla_qrels_cohere_5.json,0.7662528517911563,0.7148935313770479
text,vanilla_qrels_colbert_5.json,0.7518333527155439,0.695978746528197
colpali,colpali_qrels.json,0.8932612004501629,0.8690295052932415
hybrid,voyage_text_minmax_qrels_0.50.json,0.8443731659951409,0.8037777241073945
hybrid,colpali_voyage_rank_qrels_0.60.json,0.8920582345954061,0.8647586845389044
hybrid,voyage_text_zscore_qrels_0.70.json,0.8518344306797059,0.8169182465885763
hybrid,colpali_voyage_zscore_qrels_0.60.json,0.8940498670658964,0.8693615907901622
hybrid,voyage_text_zscore_qrels_0.50.json,0.8407627200154877,0.8003723382844262
hybrid,voyage_text_minmax_qrels_0.70.json,0.8575682546780695,0.8220665781105342
hybrid,colpali_voyage_minmax_qrels_0.60.json,0.8982138430403372,0.87301855653504
hybrid,voyage_colpali_minmax_qrels_0.50.json,0.8095557367235361,0.7726582940868655
hybrid,voyage_text_rank_qrels_0.80.json,0.8414970049565821,0.8021998148371774
hybrid,voyage_colpali_zscore_qrels_0.70.json,0.8185175585022822,0.7902870023749144
hybrid,voyage_text_rank_qrels_0.55.json,0.833260161297495,0.7889083444028498
hybrid,voyage_colpali_rank_qrels_0.75.json,0.8377214953535015,0.8075172080666586
hybrid,voyage_colpali_rank_qrels_0.55.json,0.8395169973223925,0.8120597351366583
hybrid,voyage_text_rank_qrels_0.75.json,0.8432156282482478,0.8041198728011916
hybrid,voyage_colpali_zscore_qrels_0.50.json,0.7771320142180076,0.7332186128889426
hybrid,voyage_colpali_minmax_qrels_0.70.json,0.841371746849119,0.8131747373505614
hybrid,voyage_colpali_rank_qrels_0.80.json,0.8306651845393958,0.7980698788391096
