Subfolder,Index,Exact Match,F1-Score,METEOR
hybrid,0,0.0,0.8571428571428571,0.32318840579710145
hybrid,1,1.0,1.0,0.23437500000000006
hybrid,2,1.0,1.0,0.13392857142857148
hybrid,3,1.0,1.0,0.14204545454545459
hybrid,4,0.0,0.6666666666666666,0.14204545454545459
hybrid,5,0.0,0.6666666666666666,0.14204545454545459
hybrid,6,1.0,1.0,0.041322314049586785
hybrid,7,1.0,1.0,0.25603864734299525
hybrid,8,1.0,1.0,0.12668918918918923
hybrid,9,1.0,1.0,0.05376344086021506
hybrid,10,0.0,1.0,0.0
hybrid,11,0.0,0.0,0.0
hybrid,12,1.0,1.0,0.03875968992248063
hybrid,13,1.0,1.0,0.2016129032258065
hybrid,14,0.0,0.0,0.0
hybrid,15,0.0,0.8,0.12755102040816327
hybrid,16,1.0,1.0,0.22825150732127483
hybrid,17,1.0,1.0,0.199468085106383
hybrid,18,0.0,0.0,0.0373134328358209
hybrid,19,1.0,1.0,0.24743230625583573
hybrid,20,0.0,0.6666666666666666,0.1320422535211268
hybrid,21,0.0,1.0,0.1953125
hybrid,22,0.0,0.6666666666666666,0.04545454545454546
hybrid,23,0.0,0.0,0.06250000000000001
hybrid,24,1.0,1.0,0.29296875000000006
hybrid,25,0.0,0.6666666666666666,0.2435064935064936
hybrid,26,1.0,1.0,0.12019230769230771
hybrid,27,1.0,1.0,0.05263157894736843
hybrid,28,1.0,1.0,0.08064516129032259
hybrid,29,1.0,1.0,0.05154639175257733
hybrid,30,1.0,1.0,0.12931034482758624
hybrid,31,0.0,0.8,0.15368852459016397
hybrid,32,1.0,1.0,0.1320422535211268
hybrid,33,0.0,0.5,0.031055900621118016
hybrid,34,1.0,1.0,0.24334251606978882
hybrid,35,1.0,1.0,0.06097560975609757
hybrid,36,0.0,0.0,0.03649635036496351
hybrid,37,0.0,0.0,0.0
hybrid,38,0.0,0.8571428571428571,0.04504504504504506
hybrid,39,0.0,0.8,0.1973684210526316
hybrid,40,0.0,0.0,0.0
