Subfolder,Index,Exact Match,F1-Score,METEOR,BERTScore
hybrid,0,0.0,0.8571428571428571,0.39821428571428585,0.8341110348701477
hybrid,1,1.0,1.0,0.1674107142857143,0.9999997615814209
hybrid,2,1.0,1.0,0.21802325581395354,0.9999997019767761
hybrid,3,0.0,0.0,0.04672897196261683,0.9744808673858643
hybrid,4,0.0,1.0,0.05154639175257733,0.7110406756401062
hybrid,5,0.0,0.0,0.1785714285714286,0.5645273923873901
hybrid,6,1.0,1.0,0.05263157894736843,1.0000001192092896
hybrid,7,0.0,0.6666666666666666,0.21802325581395351,0.9022528529167175
hybrid,8,1.0,1.0,0.19531250000000003,1.000000238418579
hybrid,9,1.0,1.0,0.05494505494505496,1.0
hybrid,10,0.0,1.0,0.0,0.5705873966217041
hybrid,11,1.0,1.0,0.053191489361702135,1.0000003576278687
hybrid,12,0.0,0.0,0.0,0.8892298936843872
hybrid,13,1.0,1.0,0.14534883720930236,1.0000001192092896
hybrid,14,0.0,0.0,0.0,0.3801954388618469
hybrid,15,0.0,0.0,0.15756302521008408,0.5301793217658997
hybrid,16,0.0,0.6666666666666666,0.07751937984496125,0.5022929310798645
hybrid,17,0.0,0.0,0.07751937984496125,0.3657280504703522
hybrid,18,0.0,0.0,0.051020408163265314,0.5085232257843018
hybrid,19,0.0,0.6666666666666666,0.08403361344537816,0.5789864659309387
hybrid,20,0.0,1.0,0.04672897196261683,0.6851394772529602
hybrid,21,0.0,0.0,0.15032679738562094,0.43289196491241455
hybrid,22,0.0,0.6666666666666666,0.04901960784313727,0.6715950965881348
hybrid,23,0.0,0.0,0.05154639175257733,0.511214017868042
hybrid,24,0.0,1.0,0.09708737864077671,0.6009656190872192
hybrid,25,0.0,1.0,0.13513513513513514,0.6898399591445923
hybrid,26,0.0,1.0,0.04098360655737706,0.6518866419792175
hybrid,27,0.0,0.8,0.0574712643678161,0.6725438237190247
hybrid,28,0.0,0.0,0.0,0.6343490481376648
hybrid,29,1.0,1.0,0.04000000000000001,1.0000001192092896
hybrid,30,0.0,0.0,0.20833333333333337,0.46130305528640747
hybrid,31,0.0,0.0,0.16592920353982304,0.5063872337341309
hybrid,32,0.0,1.0,0.10638297872340427,0.6749618053436279
hybrid,33,1.0,1.0,0.031055900621118016,0.9999998807907104
hybrid,34,0.0,0.0,0.04504504504504505,0.40462926030158997
hybrid,35,1.0,1.0,0.042372881355932215,1.000000238418579
hybrid,36,0.0,0.0,0.0,0.7487151622772217
hybrid,37,0.0,0.0,0.0,0.5522838234901428
hybrid,38,0.0,0.8571428571428571,0.06578947368421054,0.676969587802887
hybrid,39,0.0,0.0,0.0,0.5397844910621643
hybrid,40,0.0,0.0,0.0,0.5224979519844055
hybrid,41,1.0,1.0,0.24411764705882358,1.0
hybrid,42,0.0,0.5,0.034722222222222224,0.9668002128601074
hybrid,43,0.0,0.8,0.20604395604395606,0.785268247127533
hybrid,44,0.0,0.6666666666666666,0.09803921568627452,0.6663722395896912
hybrid,45,1.0,1.0,0.048543689320388356,1.0
hybrid,46,1.0,1.0,0.306712962962963,1.0000001192092896
hybrid,47,0.0,1.0,0.0,0.7810497879981995
hybrid,48,0.0,0.6666666666666666,0.05494505494505495,0.6600161194801331
hybrid,49,0.0,1.0,0.08064516129032259,0.632491409778595
hybrid,50,1.0,1.0,0.15889830508474578,0.9999999403953552
hybrid,51,0.0,1.0,0.04807692307692309,0.649225652217865
hybrid,52,1.0,1.0,0.15368852459016397,0.9999998807907104
hybrid,53,1.0,1.0,0.04000000000000001,0.9999998807907104
hybrid,54,0.0,0.0,0.15756302521008406,0.35279151797294617
hybrid,55,0.0,0.0,0.03703703703703705,0.5261860489845276
hybrid,56,0.0,0.0,0.04901960784313726,0.5303370952606201
hybrid,57,0.0,0.0,0.034965034965034975,0.4050821363925934
hybrid,58,0.0,1.0,0.1234567901234568,0.666147768497467
hybrid,59,0.0,1.0,0.10638297872340427,0.6888611912727356
hybrid,60,0.0,1.0,0.07936507936507937,0.6186028122901917
hybrid,61,0.0,0.6666666666666666,0.13513513513513514,0.4624733626842499
hybrid,62,0.0,0.0,0.07042253521126762,0.388016939163208
hybrid,63,0.0,0.0,0.03846153846153847,0.9642889499664307
hybrid,64,0.0,1.0,0.07142857142857145,0.6783623099327087
hybrid,65,0.0,0.0,0.0,0.6969863772392273
hybrid,66,0.0,0.8,0.07692307692307694,0.716347336769104
hybrid,67,1.0,1.0,0.2373417721518988,1.0
hybrid,68,1.0,1.0,0.18750000000000003,1.0
hybrid,69,0.0,0.0,0.20833333333333337,0.5244625806808472
hybrid,70,1.0,1.0,0.11574074074074076,1.0000003576278687
hybrid,71,1.0,1.0,0.05208333333333335,0.9999998807907104
hybrid,72,0.0,1.0,0.11764705882352942,0.6431203484535217
hybrid,73,0.0,0.6666666666666666,0.05154639175257733,0.5824800133705139
hybrid,74,1.0,1.0,0.05494505494505496,1.000000238418579
hybrid,75,0.0,0.8,0.052631578947368425,0.47298145294189453
hybrid,76,1.0,1.0,0.22321428571428575,0.9999998807907104
hybrid,77,0.0,0.0,0.0,0.46683067083358765
hybrid,78,0.0,0.6666666666666666,0.054347826086956534,0.5783300399780273
hybrid,79,0.0,0.0,0.0,0.5194709897041321
hybrid,80,1.0,1.0,0.18939393939393942,1.0
hybrid,81,1.0,1.0,0.04504504504504506,0.9999999403953552
hybrid,82,0.0,0.0,0.0,0.6401169896125793
hybrid,83,0.0,0.3333333333333333,0.0,0.6972091197967529
hybrid,84,0.0,0.5714285714285715,0.04201680672268908,0.5508432388305664
hybrid,85,0.0,0.8,0.11538461538461542,0.6776465177536011
hybrid,86,0.0,0.0,0.0,0.7414223551750183
hybrid,87,0.0,1.0,0.07936507936507937,0.6073070764541626
hybrid,88,0.0,1.0,0.10204081632653063,0.5755154490470886
hybrid,89,1.0,1.0,0.19329896907216498,1.0000004768371582
hybrid,90,0.0,0.0,0.0,0.4715731739997864
hybrid,91,0.0,0.0,0.07142857142857144,0.37877699732780457
hybrid,92,0.0,1.0,0.0892857142857143,0.8079625368118286
hybrid,93,0.0,1.0,0.04347826086956522,0.6878302097320557
hybrid,94,0.0,0.0,0.06896551724137932,0.3980821669101715
hybrid,95,0.0,0.0,0.0,0.9394650459289551
hybrid,96,0.0,0.6666666666666666,0.03937007874015749,0.5961012244224548
hybrid,97,0.0,1.0,0.10204081632653063,0.5978516936302185
hybrid,98,0.0,1.0,0.034965034965034975,0.7450533509254456
hybrid,99,1.0,1.0,0.3816105769230769,1.0
hybrid,100,0.0,0.8,0.11235955056179778,0.8071787357330322
hybrid,101,0.0,0.0,0.02645502645502646,0.5884286761283875
hybrid,102,0.0,1.0,0.1298701298701299,0.6639031767845154
hybrid,103,0.0,0.0,0.04761904761904762,0.43872493505477905
hybrid,104,0.0,0.0,0.0,0.813919186592102
hybrid,105,0.0,1.0,0.08547008547008549,0.6634145379066467
hybrid,106,0.0,0.0,0.10869565217391305,0.37456899881362915
hybrid,107,0.0,0.4,0.21657250470809797,0.7075427770614624
hybrid,108,0.0,1.0,0.13698630136986303,0.5535650253295898
hybrid,109,0.0,0.0,0.0,0.6474493741989136
hybrid,110,0.0,0.6666666666666666,0.04201680672268908,0.525968074798584
hybrid,111,0.0,0.0,0.054644808743169404,0.42316383123397827
hybrid,112,0.0,1.0,0.05617977528089889,0.635594367980957
hybrid,113,1.0,1.0,0.3387755102040817,0.9999998807907104
hybrid,114,1.0,1.0,0.09803921568627452,1.0
hybrid,115,0.0,1.0,0.04464285714285715,0.6245114803314209
hybrid,116,1.0,1.0,0.3505291005291005,1.0000001192092896
hybrid,117,1.0,1.0,0.2918198529411765,0.9999998807907104
hybrid,118,0.0,0.0,0.1785714285714286,0.41627925634384155
hybrid,119,0.0,1.0,0.364105504587156,0.7205156087875366
hybrid,120,0.0,1.0,0.09174311926605506,0.6230602860450745
hybrid,121,0.0,0.4,0.15463917525773196,0.6765635013580322
hybrid,122,1.0,1.0,0.08620689655172414,0.9999999403953552
hybrid,123,0.0,1.0,0.07142857142857145,0.659403920173645
