Subfolder,Index,Exact Match,F1-Score,METEOR,BERTScore
image,0,0.0,0.0,0.08403361344537816,0.5314346551895142
image,1,0.0,0.0,0.05617977528089889,0.8945764303207397
image,2,0.0,0.0,0.05681818181818182,0.6872535943984985
image,3,0.0,0.0,0.03968253968253969,0.7997933626174927
image,4,0.0,0.0,0.0617283950617284,0.7324181199073792
image,5,0.0,0.0,0.059523809523809534,0.7941370010375977
image,6,0.0,0.0,0.0,0.5947792530059814
image,7,0.0,0.3333333333333333,0.21067415730337077,0.6918124556541443
image,8,0.0,0.0,0.053191489361702135,0.6111767292022705
image,9,0.0,0.0,0.0,0.5291101336479187
image,10,0.0,1.0,0.0,0.5705873966217041
image,11,0.0,0.0,0.0,0.38339313864707947
image,12,0.0,0.0,0.0,0.7637186646461487
image,13,0.0,0.0,0.0,0.43309152126312256
image,14,0.0,0.0,0.0,0.30085131525993347
image,15,0.0,0.0,0.05263157894736843,0.5932694673538208
image,16,0.0,0.5,0.1149425287356322,0.8451098799705505
image,17,0.0,0.3333333333333333,0.048543689320388356,0.7299045920372009
image,18,0.0,0.0,0.0,0.25906774401664734
image,19,0.0,0.5,0.09090909090909091,0.864628791809082
image,20,0.0,0.0,0.05000000000000001,0.6424944996833801
image,21,0.0,0.0,0.053191489361702135,0.7270336747169495
image,22,0.0,0.3333333333333333,0.0,0.5500818490982056
image,23,0.0,0.0,0.054347826086956534,0.6699597239494324
image,24,0.0,0.0,0.0,0.5198243856430054
image,25,0.0,0.0,0.054347826086956534,0.646517276763916
image,26,0.0,0.0,0.055555555555555566,0.6953842639923096
image,27,0.0,0.0,0.0,0.38362058997154236
image,28,0.0,0.28571428571428575,0.0,0.5747883319854736
image,29,0.0,0.0,0.0,0.5184709429740906
image,30,0.0,0.0,0.05208333333333334,0.6793152093887329
image,31,0.0,0.0,0.049504950495049514,0.6950313448905945
image,32,0.0,0.0,0.0,0.3889995813369751
image,33,0.0,0.0,0.05263157894736843,0.32927557826042175
image,34,0.0,0.0,0.04672897196261683,0.7589062452316284
image,35,0.0,0.0,0.0,0.682671308517456
image,36,0.0,0.0,0.0,0.551358163356781
image,37,0.0,0.0,0.0,0.3589499890804291
image,38,0.0,0.0,0.0,0.49879568815231323
image,39,0.0,0.0,0.05681818181818182,0.7346727252006531
image,40,0.0,0.0,0.0,0.784564197063446
image,41,0.0,0.3333333333333333,0.1785714285714286,0.6431187391281128
image,42,0.0,0.0,0.0,0.7806978225708008
