Subfolder,Index,Exact Match,F1-Score,METEOR,BERTScore
text,0,0.0,0.3333333333333333,0.2608695652173913,0.705953061580658
text,1,0.0,0.0,0.0,0.2685583531856537
text,2,1.0,1.0,0.31779661016949157,0.9999997019767761
text,3,0.0,0.0,0.0,0.26148855686187744
text,4,0.0,0.0,0.048543689320388356,0.6480785608291626
text,5,1.0,1.0,0.15120967741935487,1.0
text,6,0.0,0.0,0.0,0.24269255995750427
text,7,0.0,0.0,0.0,0.0
text,8,0.0,0.0,0.0,0.24855807423591614
text,9,0.0,0.0,0.0,0.33072954416275024
text,10,0.0,1.0,0.0,0.613334059715271
text,11,0.0,0.0,0.0,0.9494805335998535
text,12,0.0,0.0,0.0,0.2416895627975464
text,13,1.0,1.0,0.26041666666666674,1.0000001192092896
text,14,0.0,0.0,0.0,0.6061476469039917
text,15,0.0,0.0,0.0735294117647059,0.6279351711273193
text,16,0.0,0.6666666666666666,0.15756302521008406,0.7958903312683105
text,17,0.0,0.0,0.0,0.24893106520175934
text,18,0.0,0.0,0.0,0.47520413994789124
text,19,0.0,0.6666666666666666,0.058139534883720936,0.5789864659309387
text,20,1.0,1.0,0.13992537313432837,0.9999998807907104
text,21,0.0,0.8,0.22590361445783136,0.821988046169281
text,22,0.0,0.0,0.0,0.26037654280662537
text,23,0.0,0.0,0.0,0.25195735692977905
text,24,1.0,1.0,0.21306818181818182,1.000000238418579
text,25,0.0,0.6666666666666666,0.19531250000000003,0.817721426486969
text,26,1.0,1.0,0.26785714285714296,1.0000003576278687
text,27,0.0,0.0,0.0,0.27081212401390076
text,28,0.0,0.0,0.0,0.6343490481376648
text,29,1.0,1.0,0.07246376811594205,1.0000001192092896
text,30,0.0,0.0,0.054347826086956534,0.9354133605957031
text,31,0.0,0.0,0.0,0.20108555257320404
text,32,1.0,1.0,0.2533783783783784,1.0
text,33,0.0,0.0,0.03289473684210527,0.3225444555282593
text,34,0.0,0.0,0.04424778761061948,0.7490988373756409
text,35,0.0,0.0,0.0,0.21214303374290466
text,36,0.0,0.0,0.0,0.21129053831100464
text,37,0.0,0.0,0.0,0.5522838234901428
text,38,0.0,0.0,0.0,0.21947291493415833
text,39,1.0,1.0,0.10135135135135137,1.0000001192092896
text,40,0.0,0.0,0.0,0.5224979519844055
text,41,1.0,1.0,0.6073170731707318,1.0
text,42,0.0,0.0,0.0,0.2954247295856476
text,43,0.0,0.0,0.10309278350515465,0.2605099081993103
text,44,0.0,0.0,0.0,0.2604488134384155
text,45,1.0,1.0,0.10869565217391307,1.0
text,46,1.0,1.0,0.426731078904992,1.0000001192092896
text,47,0.0,0.0,0.0,0.46344056725502014
text,48,0.0,0.06060606060606061,0.15243902439024395,0.4465482532978058
text,49,1.0,1.0,0.1284246575342466,1.0000001192092896
text,50,1.0,1.0,0.27573529411764713,0.9999999403953552
text,51,0.0,0.0,0.0,0.16029061377048492
text,52,0.0,0.0,0.05681818181818182,0.36016857624053955
text,53,0.0,0.0,0.0,0.7710733413696289
text,54,0.0,0.0,0.0,0.21549798548221588
text,55,1.0,1.0,0.41666666666666674,1.0
text,56,0.0,0.0,0.040650406504065054,0.8867676258087158
text,57,0.0,0.0,0.08333333333333333,0.7547394037246704
text,58,0.0,0.0,0.03225806451612904,0.816874086856842
text,59,1.0,1.0,0.26785714285714296,0.9999998807907104
text,60,0.0,0.0,0.05208333333333334,0.3172872066497803
text,61,0.0,0.0,0.0,0.2391626387834549
text,62,0.0,0.0,0.0,0.388016939163208
text,63,0.0,0.0,0.06250000000000001,0.9642889499664307
text,64,1.0,1.0,0.22590361445783141,1.0000003576278687
text,65,0.0,0.0,0.0,0.6969863772392273
text,66,0.0,0.0,0.0,0.23942729830741882
text,67,0.0,0.0,0.0,0.29941388964653015
text,68,0.0,0.0,0.0,0.566291332244873
text,69,0.0,0.0,0.0,0.5244625806808472
text,70,1.0,1.0,0.1973684210526316,1.0000003576278687
text,71,0.0,0.0,0.0,0.6094787120819092
text,72,1.0,1.0,0.199468085106383,0.9999998211860657
text,73,0.0,0.0,0.0,0.5456773042678833
text,74,1.0,1.0,0.07575757575757577,1.000000238418579
text,75,0.0,0.0,0.07042253521126762,0.7569318413734436
text,76,0.0,1.0,0.055555555555555566,0.7519863843917847
text,77,0.0,0.3333333333333333,0.0574712643678161,0.6051909327507019
text,78,0.0,0.0,0.0,0.31753435730934143
text,79,0.0,0.0,0.0,0.5194709897041321
text,80,1.0,1.0,0.16891891891891897,1.0
text,81,0.0,1.0,0.08474576271186442,0.7044755816459656
text,82,0.0,0.0,0.0,0.2042965441942215
text,83,0.0,0.0,0.0,0.24819315969944
text,84,0.0,0.0,0.05494505494505495,0.40920233726501465
text,85,0.0,0.8,0.21551724137931036,0.8793978691101074
text,86,0.0,0.0,0.07142857142857145,0.2842042148113251
text,87,1.0,1.0,0.3348214285714286,0.9999998807907104
text,88,0.0,0.0,0.0,0.30470705032348633
text,89,1.0,1.0,0.27573529411764713,1.0000004768371582
text,90,0.0,0.0,0.0,0.2068897932767868
text,91,0.0,0.4,0.14705882352941174,0.7558696866035461
text,92,1.0,1.0,0.21551724137931036,1.000000238418579
text,93,0.0,0.0,0.029585798816568053,0.6263352632522583
text,94,0.0,0.0,0.05000000000000001,0.7299597263336182
text,95,0.0,0.0,0.0,0.32907557487487793
text,96,0.0,0.0,0.0,0.32328224182128906
text,97,0.0,1.0,0.24671052631578952,1.0000004768371582
text,98,0.0,0.0,0.0,0.3081913888454437
text,99,0.0,1.0,0.3384418901660281,0.7471187710762024
text,100,0.0,0.0,0.07936507936507937,0.5645461082458496
text,101,0.0,0.0,0.05660377358490567,0.568565845489502
text,103,0.0,0.0,0.0,0.2635750472545624
text,104,0.0,0.13333333333333333,0.025773195876288665,0.37350937724113464
text,105,1.0,1.0,0.21306818181818182,0.9999997615814209
text,106,0.0,0.0,0.0,0.27986449003219604
text,107,0.0,0.4,0.09615384615384616,0.7744376063346863
text,108,0.0,0.0,0.034013605442176874,0.8838064074516296
text,109,0.0,0.0,0.0,0.42767301201820374
text,110,0.0,0.0,0.0,0.4977414011955261
text,111,0.0,0.0,0.0,0.26378682255744934
text,112,0.0,1.0,0.07692307692307693,0.635594367980957
text,113,1.0,1.0,0.4527272727272728,0.9999998807907104
text,114,0.0,0.0,0.0,0.30317848920822144
text,115,0.0,1.0,0.19329896907216498,1.0
text,116,0.0,0.0,0.0,0.27841082215309143
text,117,0.0,0.0,0.04761904761904762,0.2815725803375244
text,118,1.0,1.0,0.3125,0.9999998211860657
text,119,0.0,1.0,0.12658227848101267,0.5547804236412048
text,120,0.0,0.0,0.0,0.31805405020713806
text,121,0.0,0.0,0.17857142857142858,0.7640576958656311
text,122,0.0,0.0,0.0,0.25278517603874207
text,123,1.0,1.0,0.3232758620689655,1.0
text,124,0.0,0.0,0.0,0.5876380205154419
text,125,1.0,1.0,0.23437500000000006,0.9999997615814209
text,126,0.0,0.0,0.0,0.22907334566116333
text,127,1.0,1.0,0.43946932006633505,1.0000001192092896
text,128,0.0,1.0,0.11574074074074076,0.8672568798065186
text,129,0.0,0.0,0.04761904761904763,0.9174257516860962
text,130,0.0,0.0,0.0,0.5788238644599915
text,131,0.0,0.6666666666666666,0.1470588235294118,0.5298354625701904
text,132,0.0,0.0,0.03125000000000001,0.444208025932312
text,133,0.0,0.0,0.0,0.2729029059410095
text,134,0.0,0.0,0.14814814814814817,0.45253056287765503
text,135,0.0,0.0,0.06493506493506496,0.838289201259613
text,136,1.0,1.0,0.18750000000000003,1.0
text,137,0.0,0.0,0.0,0.19609308242797852
text,138,0.0,0.0,0.0,0.29159799218177795
text,139,0.0,0.0,0.0,0.2818789482116699
text,140,1.0,1.0,0.15368852459016397,0.9999998807907104
text,141,0.0,0.0,0.0,0.19335226714611053
text,142,0.0,0.0,0.0,0.22959160804748535
text,143,1.0,1.0,0.4409722222222223,0.9999997615814209
text,144,0.0,0.0,0.0,0.3332502245903015
text,145,0.0,0.0,0.050251256281407045,0.3502871096134186
text,146,0.0,0.0,0.0,0.5996947288513184
text,147,0.0,0.0,0.0,0.3031518757343292
text,148,0.0,0.8,0.05617977528089889,0.842974841594696
text,149,0.0,1.0,0.2127659574468085,0.7405204772949219
text,150,0.0,0.0,0.0,0.2984848916530609
text,151,0.0,0.0,0.0,0.22146224975585938
text,152,0.0,0.0,0.125,0.3827604055404663
text,153,0.0,0.0,0.0,0.25945523381233215
text,154,0.0,0.4,0.09523809523809525,0.8035853505134583
text,155,0.0,0.0,0.06097560975609757,0.20158860087394714
text,156,0.0,0.0,0.0,0.28570830821990967
text,157,0.0,0.0,0.0,0.34417542815208435
text,158,0.0,0.6666666666666666,0.03937007874015749,0.7431715726852417
text,159,1.0,1.0,0.2884615384615385,0.9999998807907104
text,160,0.0,0.0,0.0,0.26561689376831055
text,161,0.0,0.0,0.0,0.2292320430278778
text,162,0.0,0.0,0.0,0.2563699185848236
text,163,0.0,1.0,0.21551724137931036,1.000000238418579
text,164,0.0,0.0,0.0,0.4808318018913269
text,165,0.0,0.0,0.0,0.6752448081970215
text,166,0.0,0.0,0.03378378378378379,0.33510687947273254
text,167,1.0,1.0,0.3232758620689655,1.0
text,168,0.0,0.0,0.059523809523809534,0.9275674819946289
text,169,0.0,0.0,0.04504504504504506,0.24352386593818665
text,170,0.0,0.6666666666666666,0.04716981132075472,0.5415840148925781
text,171,1.0,1.0,0.07812500000000001,1.0000001192092896
text,172,0.0,0.5,0.0,0.6872075200080872
text,173,0.0,0.0,0.0,0.21947842836380005
text,174,1.0,1.0,0.24038461538461542,1.0
text,175,0.0,0.0,0.026178010471204195,0.579261064529419
text,176,0.0,0.0,0.0,0.22402635216712952
text,177,0.0,0.0,0.0,0.6093735694885254
text,178,0.0,0.0,0.0,0.2576136589050293
text,179,1.0,1.0,0.07575757575757577,1.0000003576278687
text,180,0.0,0.0,0.0617283950617284,0.8870995044708252
text,181,0.0,0.0,0.0,0.2577398717403412
text,182,0.0,0.0,0.0,0.261147677898407
