Subfolder,Index,Exact Match,F1-Score,METEOR
text,0,0.0,0.2,0.17142857142857146
text,1,0.0,0.0,0.0
text,2,1.0,1.0,0.2435064935064936
text,3,0.0,0.0,0.0
text,4,0.0,0.0,0.023148148148148154
text,5,0.0,0.13333333333333333,0.0997340425531915
text,6,0.0,0.8,0.0602409638554217
text,7,0.0,0.0,0.0
text,8,0.0,0.0,0.0
text,9,0.0,0.0,0.0
text,10,0.0,1.0,0.0
text,11,0.0,0.0,0.0
text,12,0.0,0.0,0.0
text,13,1.0,1.0,0.1704545454545455
text,14,0.0,0.0,0.0
text,15,0.0,0.8,0.16163793103448276
text,16,1.0,1.0,0.22476675148430883
text,17,0.0,0.8571428571428571,0.03906250000000001
text,18,0.0,0.0,0.03289473684210527
text,19,1.0,1.0,0.29444444444444445
text,20,0.0,0.6666666666666666,0.2373417721518988
text,21,1.0,1.0,0.23938572719060527
text,22,0.0,0.0,0.0
text,23,0.0,0.0,0.0735294117647059
text,24,1.0,1.0,0.29761904761904767
text,25,0.0,0.6666666666666666,0.15756302521008408
text,26,0.0,0.8,0.0746268656716418
text,27,0.0,0.8,0.06849315068493152
text,28,0.0,0.6666666666666666,0.07692307692307694
text,29,1.0,1.0,0.05813953488372094
text,30,0.0,0.0,0.03546099290780143
text,31,0.0,0.0,0.0
text,32,1.0,1.0,0.27573529411764713
text,33,0.0,0.0,0.0
text,34,1.0,1.0,0.28867102396514166
text,35,0.0,0.0,0.0
text,36,0.0,0.0,0.0
text,37,0.0,0.0,0.0
text,38,0.0,0.0,0.0
text,39,0.0,0.8,0.14097744360902256
text,40,0.0,0.0,0.0
text,41,1.0,1.0,0.4368421052631579
text,42,0.0,0.0,0.032051282051282055
text,43,0.0,0.0,0.061349693251533756
text,44,0.0,0.0,0.0
text,45,1.0,1.0,0.04807692307692309
text,46,1.0,1.0,0.38239538239538245
text,47,0.0,0.6666666666666666,0.0
text,48,0.0,0.6666666666666666,0.1630434782608696
text,49,1.0,1.0,0.1674107142857143
text,50,1.0,1.0,0.17688679245283023
text,51,0.0,0.8,0.10000000000000002
text,52,0.0,0.0,0.042016806722689086
text,53,0.0,0.0,0.0
text,54,0.0,0.0,0.0
text,55,0.0,0.0,0.048543689320388356
text,56,0.0,0.0,0.03105590062111802
text,57,0.0,0.0,0.03448275862068966
text,58,0.0,0.8,0.07518796992481204
text,59,1.0,1.0,0.21551724137931036
text,60,0.0,0.0,0.026315789473684216
text,61,0.0,0.0,0.23734177215189875
text,62,0.0,0.8,0.0735294117647059
text,63,0.0,0.0,0.04672897196261683
text,64,0.0,0.6666666666666666,0.18939393939393942
text,65,0.0,0.0,0.0
text,66,0.0,0.0,0.0
text,67,1.0,1.0,0.18750000000000003
text,68,0.0,0.15384615384615385,0.03333333333333334
text,69,0.0,0.8,0.27985074626865675
text,70,1.0,1.0,0.2435064935064936
text,71,0.0,0.8,0.07575757575757577
text,72,1.0,1.0,0.18750000000000003
text,73,0.0,0.0,0.0
text,74,0.0,0.6666666666666666,0.04672897196261683
text,75,1.0,1.0,0.3505291005291005
text,76,0.0,1.0,0.059523809523809534
text,77,1.0,1.0,0.2582846003898636
text,78,0.0,0.0,0.0
text,79,0.0,0.0,0.0
text,80,0.0,0.6666666666666666,0.13111888111888115
text,81,0.0,0.6666666666666666,0.0746268656716418
text,82,0.0,0.0,0.0
text,83,0.0,0.0,0.0
text,84,0.0,0.25,0.11627906976744187
text,85,0.0,0.6666666666666666,0.21120293847566576
text,86,0.0,0.0,0.04807692307692309
text,87,0.0,0.6666666666666666,0.1752336448598131
text,88,0.0,0.0,0.0
text,89,1.0,1.0,0.26785714285714296
text,90,0.0,0.0,0.033112582781456956
text,91,1.0,1.0,0.21810699588477372
text,92,1.0,1.0,0.22590361445783141
text,93,0.0,0.8,0.051020408163265314
text,94,0.0,0.0,0.07407407407407408
text,95,0.0,0.0,0.0
text,96,0.0,0.0,0.0
text,97,0.0,0.6666666666666666,0.1785714285714286
text,98,0.0,0.0,0.061349693251533756
text,99,0.0,0.8,0.1724137931034483
text,100,0.0,0.30769230769230765,0.09523809523809526
text,101,0.0,0.0,0.06329113924050633
text,102,1.0,1.0,0.13686131386861317
text,103,0.0,0.06060606060606061,0.05952380952380953
text,104,0.0,0.6666666666666666,0.06097560975609757
text,105,0.0,0.6666666666666666,0.2373417721518988
text,106,0.0,0.0,0.06369426751592358
text,107,0.0,0.0,0.043290043290043295
text,108,0.0,0.0,0.02976190476190477
text,109,1.0,1.0,0.08620689655172414
text,110,0.0,0.5,0.13513513513513514
text,111,0.0,0.0,0.04629629629629631
text,112,0.0,1.0,0.07812500000000001
text,113,1.0,1.0,0.28457142857142864
text,114,1.0,1.0,0.04629629629629631
text,115,0.0,0.6666666666666666,0.24671052631578952
text,116,0.0,0.0,0.0
text,117,0.0,0.0,0.030487804878048783
text,118,0.0,0.8,0.12417218543046359
text,119,1.0,1.0,0.3929455445544555
text,120,0.0,0.0,0.0
text,121,0.0,0.0,0.2344546381243629
text,122,0.0,0.4,0.0
text,123,0.0,0.6666666666666666,0.20833333333333337
text,124,0.0,0.8,0.03355704697986578
text,125,1.0,1.0,0.1973684210526316
text,126,0.0,0.0,0.0
text,127,1.0,1.0,0.2318460192475941
text,128,0.0,1.0,0.16592920353982304
text,129,0.0,0.0,0.049504950495049514
text,130,0.0,0.6666666666666666,0.05494505494505496
text,131,1.0,1.0,0.17320261437908502
text,132,0.0,0.25,0.1911976911976912
text,133,0.0,0.8,0.06250000000000001
text,134,0.0,0.0,0.09803921568627454
text,135,0.0,0.0,0.05000000000000001
text,136,1.0,1.0,0.18028846153846156
text,137,0.0,0.07692307692307691,0.054644808743169404
text,138,0.0,0.0,0.0
text,139,0.0,0.0,0.0
text,140,1.0,1.0,0.1752336448598131
text,141,0.0,0.0,0.0
text,142,0.0,0.0,0.04166666666666668
text,143,0.0,0.07142857142857144,0.10050251256281409
text,144,1.0,1.0,0.21067415730337083
text,145,0.0,0.0,0.0
text,146,0.0,0.8,0.054347826086956534
text,147,0.0,0.0,0.03144654088050315
text,148,0.0,0.3636363636363636,0.0628930817610063
text,149,0.0,0.8,0.2939814814814815
text,150,0.0,0.0,0.027322404371584702
text,151,0.0,0.0,0.0
text,152,0.0,0.15384615384615383,0.1901355421686747
text,153,0.0,0.0,0.0
text,154,0.0,0.6666666666666666,0.10416666666666667
text,155,1.0,1.0,0.2016129032258065
text,156,0.0,0.0,0.0
text,157,0.0,0.6666666666666666,0.16483516483516486
text,158,0.0,0.0,0.06097560975609757
